实际值	预测值
1	1.0231962649261814
1	1.1188100756511505
1	1.0202297931250786
1	0.982346931196389
1	1.0745904314920465
1	1.056920233358154
1	1.0421754001136265
1	1.0456248137451556
1	1.0260925457622547
1	0.9889539460983217
1	0.9838931736102501
1	1.1275519518419428
1	0.9977296566944158
1	1.1565632281420686
1	1.0198324199384419
1	0.9717082331038162
1	1.123452817006306
1	1.0561388198019737
1	0.9864598651797323
1	1.0541446416663498
1	1.025222675715146
1	0.9918919089278899
1	1.0907131816737812
1	1.065107900151975
1	1.0132999579198674
1	0.9730764028745742
1	0.9889083757625297
1	1.1309132732511513
1	1.0872792544857337
1	1.0082555791596008
1	1.0735443654872312
1	1.0006910730517382
1	1.002931763748515
1	1.02253699464682
1	1.1042548266794858
1	1.0541560408328008
1	1.0983992143220602
1	0.9445409947605521
1	1.1244528515963972
1	1.1109792955249862
1	0.9728262757165207
1	1.00229140824309
1	1.0131172218717683
1	1.110348402269256
1	1.0751557356203563
2	1.3671684676073195
1	0.9927485089636164
1	1.1100711338838603
1	0.916412073747594
1	1.1962971600430332
1	1.0013494475640974
1	0.9900372491155526
1	0.8778355583772481
1	1.0694809396854508
1	1.138340420120328
1	0.9650416704558031
1	1.0024628049507114
1	0.9947418812287723
2	1.0746846295136958
1	0.9814865183518389
1	0.9298865279426048
1	0.9884213023791787
1	1.0672537785408114
1	1.065715555078666
