实际值	预测值
1	1.0451114836072148
1	1.0943336555626404
1	1.0319954296908613
1	0.9478699473678508
1	1.0618095377128998
1	1.039723981326601
1	1.025046945709501
1	1.0766699250079164
1	1.0503660680221731
1	0.9754900541352265
1	0.977697127084473
1	1.1242365529061795
1	0.9808147375400785
1	1.1435826249412346
1	1.041900728826679
1	0.9635044982856011
1	1.0994876450129654
1	1.0623196096512701
1	0.9794713601580135
1	1.0603561583588568
1	1.0342733289967636
1	1.01044818607624
1	1.0963265226198473
1	1.0861381740694689
1	0.9938584116094389
1	0.9946019806144422
1	0.9907919934525862
1	1.1319217081692396
1	1.075997200436649
1	1.029274111229547
1	1.0346641300971164
1	0.9975134086345175
1	1.0353595435121372
1	1.0174520014618125
1	1.0901387364627804
1	1.0770748916628907
1	1.1066537665834426
1	0.954864698904665
1	1.1129138233766136
1	1.0856481596447058
1	0.9879527744441541
1	0.9976051787500538
1	1.052694599886614
1	1.1102132017656858
1	1.1011227210035397
2	1.3348750017348323
1	0.9644268297425869
1	1.0956440531979927
1	0.9469231644036048
1	1.1852174238260171
1	1.0094376061193464
1	1.0166603137531849
1	0.887233339263418
1	1.103285746640817
1	1.1070432266434023
1	0.9766210932435861
1	1.0061084485777654
1	1.003884399528844
2	1.0749043138531196
1	1.0452970083516027
1	0.9155294645797329
1	0.9718684505981297
1	1.0537924356874588
1	1.0556328141024924
1	1.003554385761975
1	1.0630281437054483
1	1.0232963709957819
1	1.1113338794799814
1	0.9849752312014128
1	1.0385247396746666
1	0.9969044884471643
2	0.994725590081091
1	0.961296388121992
1	1.0765241212006362
1	1.0743981995743768
1	1.0248590174579726
1	1.0107654269218667
1	0.934376959484723
1	1.0734285729395965
1	1.005542468737793
